Metric,Fixed-Time Average,Actuated Average
waiting_times,66.26730299901757,50.00406944584443
avg_speeds,21.506549075399445,18.754572395122665
queue_lengths,26.06388888888889,36.769444444444446
travel_times,146.93202989262656,185.31806978101622
stopped_vehicles,26.06388888888889,36.769444444444446
