reward,waiting_time,avg_speed,queue_length,travel_time,stopped_vehicles,epsilon
-9.813580958696047,162.1477842037543,21.967571150752445,8.568627450980394,215.7680054485696,145.66666666666666,0.753777309647632
-1.789843333274135,150.11023926878056,17.74619240477511,9.462091503267974,244.72044672752955,160.85555555555555,0.5713710542893252
-0.894223435479671,144.99942231915986,19.08254538869963,9.220098039215685,233.40015604245158,156.74166666666667,0.4362411767535691
0.865241508522002,151.56853148955008,19.925838418292358,9.137908496732027,235.68637891664977,155.34444444444443,0.336134501316592
-0.27544110266751076,167.94398845439127,21.230364994892334,8.924509803921568,238.43830462144243,151.71666666666667,0.2619736521410083
2.1943736489460237,153.7221852840818,21.6198983451522,8.727287581699347,235.6871480371153,148.36388888888888,0.20703394381050721
-1.2081981581842054,129.16545331245095,21.265388140547802,8.36111111111111,251.46742736640493,142.13888888888889,0.16633360684033283
1.5328557332944432,133.13953388686048,22.167046554877896,8.391993464052288,241.93267101328343,142.6638888888889,0.1361820556249419
-0.7127825345964058,136.5762911553247,22.121606399953006,8.185130718954248,250.58170900618643,139.1472222222222,0.11384523710276227
-0.4380363659742942,117.7753069088749,19.496074700819065,8.508660130718955,287.3338432567909,144.6472222222222,0.09729771494947075
1.789336540954778,107.36426102214175,21.42797003770733,7.10718954248366,222.6812558659282,120.82222222222222,0.08503900903117802
-1.3265815781585257,132.02546116061498,21.866088583679648,8.1890522875817,233.0546995969784,139.2138888888889,0.07595753632492794
-4.583686865192456,94.02417480933818,20.30355616880444,6.98937908496732,243.64203983264835,118.81944444444444,0.06922981587351418
5.663790317545439,73.04575333523213,20.255290813222548,5.675326797385621,254.75356211488568,96.48055555555555,0.06424579797945382
-3.234609804798197,72.49175060686514,20.43788601343103,6.441993464052288,274.029927008606,109.51388888888889,0.06055354671133019
2.1544628756511623,73.19233340400453,19.61299125603858,5.590359477124183,287.18797465852646,95.03611111111111,0.05781825969656903
-1.8924482512062974,91.71552900637843,21.434055177704895,6.1310457516339865,227.29035002259195,104.22777777777777,0.05579190923723986
-0.2433491054582931,75.80810673929925,20.371226574233056,5.441830065359477,264.68949854064914,92.5111111111111,0.054290751895482034
-2.245682794376299,99.85285982659373,21.826752482455603,6.606699346405231,231.85514134332828,112.31388888888888,0.05317866718459771
1.2569285068229332,75.53873202518807,21.84126031775387,5.15,249.9426965230227,87.55,0.052354814567833044
-2.3117832370770683,92.25669325297982,21.04335893161416,6.430065359477124,252.45074516306082,109.31111111111112,0.051744489538177466
2.3863441089304116,87.78958654887403,20.349845752159034,6.7671568627450975,236.50647460032192,115.04166666666667,0.0512923496356705
-2.0391009898146293,99.77849076308307,22.455269219650976,6.5207516339869285,258.3547156639542,110.85277777777777,0.05095739615759609
7.3262228119730235,55.73763509230223,20.030552421644167,4.15359477124183,297.98103854942866,70.61111111111111,0.05070925651795785
-2.251159563215251,81.62904932382078,22.98498755270565,4.960457516339869,235.7562031909269,84.32777777777778,0.050525430151640446
-5.606928844130241,98.68865431560731,21.59111244232087,7.23921568627451,252.1662091332023,123.06666666666666,0.0503892482300308
0.8087876811576957,100.01701926539491,21.533816224476762,6.88970588235294,255.06497418592116,117.125,0.050288362181174925
-1.8926034046518236,109.7408405940991,21.679723399883205,6.256862745098039,234.79579130285236,106.36666666666666,0.05021362395796991
2.195656841270046,94.47563653507463,20.65766806338311,6.994934640522875,256.5311052073554,118.91388888888889,0.05015825652043825
-1.196104011907491,107.78949532014954,22.911873771549093,7.252287581699347,237.94893256560923,123.28888888888889,0.05011723931388235
1.5283045873919943,99.676438610164,21.318561349775788,6.5287581699346395,220.31592884554823,110.9888888888889,0.050086853019904266
1.12743694254897,91.75599611942857,22.977010481224767,5.7671568627450975,242.59423674552443,98.04166666666667,0.05006434229966632
-0.6501960860587319,90.88161409120498,22.276278273842117,6.171568627450981,227.7380039391285,104.91666666666667,0.05004766594795337
-0.44698228620106506,92.92043818346065,21.920483890878835,6.33578431372549,222.72650331212708,107.70833333333333,0.05003531180274992
4.699860437799653,61.15209413594846,21.399734991527037,4.443464052287582,274.24645007431076,75.53888888888889,0.05002615962688226
-3.3416692885689736,93.30037705375402,21.673074076536814,6.00718954248366,221.30488868016286,102.12222222222222,0.050019379528240614
-0.6882765387046464,91.67479329716026,22.531772194014188,5.313725490196078,257.13225597013025,90.33333333333333,0.05001435670762887
-2.2499228204492843,107.5749207237018,21.01453384668851,6.883496732026144,217.40309655875916,117.01944444444445,0.050010635710600465
0.25832758195266403,109.07940129745039,21.872533847108617,6.061764705882353,238.85988479581272,103.05,0.050007879128202724
4.5224587585612985,74.3356700864059,21.459934152565594,5.08218954248366,249.9318510428979,86.39722222222223,0.050005837001735665
0.6174326413724857,64.70439921884315,22.194909213583937,4.029575163398692,262.60003673516206,68.50277777777778,0.05000432415723993
-1.5097438800957175,102.99988388918169,22.021760662340053,6.707843137254902,208.5902589203379,114.03333333333333,0.05000320341447243
-1.1957539231151593,102.24156918412288,22.57826027469614,6.125326797385621,237.75582286379367,104.13055555555556,0.05000237314780957
-1.2185737609859246,106.49704378283059,23.15239795852941,6.833333333333333,221.13133047663237,116.16666666666667,0.05000175807113771
-0.7293728499466231,103.3971360102249,22.504596151750473,6.904901960784314,205.34849451297126,117.38333333333334,0.05000130241113207
2.2361872493911727,92.48117965421103,23.358632484028437,5.431535947712419,241.35636448708937,92.33611111111111,0.05000096484989745
-1.64999090097488,96.0434789870457,22.397236582523163,6.623366013071895,227.05149589534466,112.59722222222223,0.05000071477838426
4.10951962273026,86.19666292992046,21.299954828516473,5.403921568627451,261.2671869749959,91.86666666666666,0.05000052952085081
4.384737560828869,43.624372201922235,21.346640342614062,3.3089869281045754,268.74761772612914,56.25277777777778,0.05000039227869451
-1.7579772965336946,50.298226798905425,21.16767638436882,3.619771241830065,266.21999860278385,61.53611111111111,0.05000029060720448
3.267283697608096,36.7723815668447,22.187749180580017,2.6339869281045747,248.2162085813656,44.77777777777778,0.05000021528711214
-3.907650745501011,64.93044980265982,21.53162178962611,4.188235294117647,224.87497208321423,71.2,0.05000015948861535
-5.060321486078244,109.22425222957493,22.387105825187234,6.137581699346404,231.81791420144768,104.33888888888889,0.05000011815207225
3.158818798884461,73.14045057253853,21.446581262431604,4.878267973856209,247.32091715430215,82.93055555555556,0.05000008752920793
3.155456004615081,50.849733360764894,22.13292007387779,3.214052287581699,265.9396487300496,54.638888888888886,0.05000006484323208
-2.246155865157475,66.72454727082172,21.045490191656064,4.726960784313726,248.9683947778244,80.35833333333333,0.050000048037047815
-3.304572791875957,82.13906219938978,21.182108215653503,6.271895424836601,246.73252482537387,106.62222222222222,0.05000003558672029
1.9618667226193334,67.97603024282994,21.217692953283223,5.204738562091503,249.5010609183804,88.48055555555555,0.0500000263632908
1.335825038216852,49.24053243936559,21.93517402970287,4.0622549019607845,288.10786596480864,69.05833333333334,0.050000019530406184
-3.8696992690001157,101.31130053928433,22.496412795261246,6.059477124183006,230.13322301163836,103.0111111111111,0.050000014468480763
4.726208854603193,71.25333991368285,23.09317340891428,3.776470588235294,215.95915141591843,64.2,0.050000010718514176
-5.734800042871303,90.00839562568541,21.908907504547287,6.434803921568627,237.79205055787017,109.39166666666667,0.050000007940470596
0.5253004444754947,103.51729375018286,21.445661087301517,6.414869281045751,236.4960767143159,109.05277777777778,0.050000005882445304
2.95537415710979,93.532843615991,21.704918749247522,5.9109477124183005,210.64654381256847,100.48611111111111,0.05000000435782266
-2.2606081784620002,105.5714154371968,21.23438278388064,6.394117647058824,197.1798518297923,108.7,0.050000003228354434
-0.5807503379098982,95.8289634731228,21.917281907905874,6.436928104575164,222.25407557597347,109.42777777777778,0.050000002391623784
