Metric,Baseline_Mean,RL_Mean_50episodes,RL_Mean_20episodes,Improvement_50episodes_%,Improvement_20episodes_%
avg_waiting_time,161.82964516763928,88.7588698945298,92.58671936099697,45.15289840586099,42.787541018775386
avg_speed,23.834737788641338,22.62404667520363,22.802626098592746,5.079523526433229,4.330283383861909
avg_queue_length,8.520380718954248,5.391186274509804,5.716625816993465,36.72599321158629,32.90645094911795
avg_stopped_vehicles,144.84647222222222,91.65016666666666,97.18263888888887,36.72599321158629,32.90645094911797
avg_travel_time,265.50579902198393,216.6258846875572,217.0979773698241,18.41011176195796,18.23230295928552
